scheme_slug,scheme_name,faq_number,question,answer
daynulmshguk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Help Group - Uttarakhand,3,How do SHGs improve the livelihood of women?,SHGs can carry out various income-generating activities through bank loans and government-supported subsidies.
daynulmshguk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Help Group - Uttarakhand,4,Are there subsidies available for self-employment activities?,"Yes, subsidies are provided jointly by the Government of India and the State Government to encourage groups to adopt self-employment."
daynulmshguk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Help Group - Uttarakhand,5,How are self-help groups formed?,"Municipal employees visit wards, hold group meetings with women, and encourage them to form self-help groups. After agreement, the group is formally established."
daynulmshguk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Help Group - Uttarakhand,6,How do women contribute to the SHG?,Women in the group deposit monthly savings into the group’s bank account and participate in income-generating or self-employment activities.
daynulmsuh,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Support for Urban Homeless – Uttarakhand,1,What is the aim of the scheme?,"The aim is to provide safe and accessible night shelter facilities to homeless people living under the open sky in urban areas, ensuring protection and support at any time."
daynulmsuh,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Support for Urban Homeless – Uttarakhand,2,Who is eligible for this scheme?,Any person living under the open sky within the municipal areas of Uttarakhand is eligible to stay in a night shelter.
daynulmsuh,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Support for Urban Homeless – Uttarakhand,3,What benefits are provided under this scheme?,"Homeless individuals are provided with access to night shelters, offering safety, basic amenities, and support during their stay."
daynulmsuh,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Support for Urban Homeless – Uttarakhand,4,Can a person access the night shelter at any time?,"Yes, any eligible person can visit and stay in the night shelters at any time."
daynulmsuh,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Support for Urban Homeless – Uttarakhand,5,Where are the night shelters located?,Night shelters are established by the Nagar Nigam Dehradun across various urban areas in Uttarakhand.
daynulsepuk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand,1,Who is eligible for the scheme?,"Beneficiaries residing in municipal areas are eligible. The annual income of the beneficiary’s family must be less than ₹3.00 lakh, as per Government of India standards."
daynulsepuk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand,2,What financial support is provided under this scheme?,A loan of up to ₹2.00 lakh is provided to eligible beneficiaries through banks to establish self-employment ventures.
daynulsepuk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand,3,Is there an interest subsidy for the loan?,"Yes, there is an interest subsidy where the beneficiary bears 7% of the interest, and the remaining is shared by the Government of India and the State Government."
daynulsepuk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand,4,Can beneficiaries generate employment through this programme?,"Yes, beneficiaries can create new employment opportunities and expand existing self-employment ventures."
daynulsepuk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand,5,How is the application submitted?,"The completed application form, along with all required documents, must be submitted to the municipal body."
daynulsepuk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand,6,Is there any fee for submitting the application?,"No, the application submission process at the municipal level is free of charge."
daynulsepuk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand,7,How are applications evaluated?,"Applications are scrutinized at the municipal body level. The task force committee reviews the documents, interacts with the beneficiary, and evaluates the feasibility of the project."
daynulsepuk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand,8,Can a beneficiary apply if they have taken a loan from a bank before?,"No, beneficiaries who have previously taken a bank loan are not eligible for this scheme."
daynulsepuk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand,9,How is the loan disbursed?,"After evaluation and approval by the task force, the municipal body sends the loan application to the relevant bank, which disburses the loan to the beneficiary."
db-gbocwwb,Death Benefit (GBOCWWB),1,Who oversees the operations of the Goa Building and Other Construction Workers' Welfare Board?,The Labour Commissioner of Goa serves as both the Member Secretary and the Chief Executive Officer of the GBOCWWB.
db-gbocwwb,Death Benefit (GBOCWWB),2,How can one apply for registration of establishments employing building workers in Goa?,Employers can apply for registration through the Labour Department's online portal by filling out Form-1 and paying the applicable fee based on the number of workers proposed to be employed.
db-gbocwwb,Death Benefit (GBOCWWB),3,What is the eligibility criteria regarding the service period for registration under the Building and Other Construction Workers Act in Goa?,The worker should have completed 90 days of service in the year in order to be eligible for registration.
db-gbocwwb,Death Benefit (GBOCWWB),4,What is the age-related eligibility criteria for registration under the Building and Other Construction Workers Act in Goa?,The age of the worker should be between 18 to 60 years of age in order to be eligible for registration.
db-gbocwwb,Death Benefit (GBOCWWB),5,How long is the validity of the registration certificate issued under the Building and Other Construction Workers Act in Goa?,The registration certificate issued is valid until the contract is in force and is not renewable or transferable.
db-gbocwwb,Death Benefit (GBOCWWB),6,Who are the registering officers responsible for processing applications under the Building and Other Construction Workers Act in Goa?,The Deputy Labour Commissioners for North and South districts have been designated as registering officers under the Act.
db-gbocwwb,Death Benefit (GBOCWWB),7,Can the unregistered workers or their dependents also receive the benefits of the schemes by the Goa Building and Other Construction Workers' Welfare Board?,"Yes, the unregistered workers or their dependents may be eligible for benefits under certain schemes upon producing a certificate from the builder or inspector confirming their status as building workers."
db-gbocwwb,Death Benefit (GBOCWWB),8,How can citizens register their grievances with the Public Grievance Department in Goa?,"Citizens can convey their grievances by registering on the official website (goaonline.gov.in), completing the grievance details, attaching supporting documents if any, and submitting the application. They should note the acknowledgement number for tracking the status."
db-gbocwwb,Death Benefit (GBOCWWB),9,What subjects/topics are not considered as grievances by the Public Grievance department in Goa?,"Subjects such as RTI matters, judicial matters, religious matters, suggestions to the government, and grievances of government employees concerning their service matters are not treated as grievances."
db-gbocwwb,Death Benefit (GBOCWWB),10,Who serves as the First Appellate Authority for matters related to the Labour Department in Goa?,"The Commissioner of Labour & Employment acts as the First Appellate Authority for matters related to the Labour Department in Goa. Citizens can contact the First Appellate Authority, at Shramshakti Bhavan, Patto Plaza, Panaji, Goa, or through the provided contact details."
